# t numerical exact difference
0.664 1.77403 1.77422 0.000190889
0.665 1.77537 1.77556 0.000191211
0.666 1.7767 1.77689 0.000191532
0.667 1.77803 1.77822 0.000191854
0.668 1.77936 1.77956 0.000192176
0.669 1.7807 1.78089 0.000192498
0.67 1.78203 1.78223 0.00019282
0.671 1.78337 1.78356 0.000193143
0.672 1.7847 1.7849 0.000193465
0.673 1.78604 1.78623 0.000193787
0.674 1.78737 1.78757 0.00019411
0.675 1.78871 1.78891 0.000194432
0.676 1.79005 1.79024 0.000194755
0.677 1.79139 1.79158 0.000195078
0.678 1.79273 1.79292 0.000195401
0.679 1.79406 1.79426 0.000195724
0.68 1.7954 1.7956 0.000196047
0.681 1.79674 1.79694 0.00019637
0.682 1.79808 1.79828 0.000196693
0.683 1.79943 1.79962 0.000197016
0.684 1.80077 1.80096 0.00019734
0.685 1.80211 1.80231 0.000197663
0.686 1.80345 1.80365 0.000197987
0.687 1.80479 1.80499 0.000198311
0.688 1.80614 1.80634 0.000198635
0.689 1.80748 1.80768 0.000198958
0.69 1.80883 1.80903 0.000199282
0.691 1.81017 1.81037 0.000199607
0.692 1.81152 1.81172 0.000199931
0.693 1.81286 1.81306 0.000200255
0.694 1.81421 1.81441 0.000200579
0.695 1.81556 1.81576 0.000200904
0.696 1.8169 1.8171 0.000201228
0.697 1.81825 1.81845 0.000201553
0.698 1.8196 1.8198 0.000201878
0.699 1.82095 1.82115 0.000202203
0.7 1.8223 1.8225 0.000202527
0.701 1.82365 1.82385 0.000202852
0.702 1.825 1.8252 0.000203178
0.703 1.82635 1.82655 0.000203503
0.704 1.8277 1.8279 0.000203828
0.705 1.82905 1.82926 0.000204153
0.706 1.8304 1.83061 0.000204479
0.707 1.83176 1.83196 0.000204804
0.708 1.83311 1.83332 0.00020513
0.709 1.83446 1.83467 0.000205456
0.71 1.83582 1.83603 0.000205782
0.711 1.83717 1.83738 0.000206108
0.712 1.83853 1.83874 0.000206434
0.713 1.83989 1.84009 0.00020676
0.714 1.84124 1.84145 0.000207086
0.715 1.8426 1.84281 0.000207412
0.716 1.84396 1.84416 0.000207739
0.717 1.84531 1.84552 0.000208065
0.718 1.84667 1.84688 0.000208392
0.719 1.84803 1.84824 0.000208718
0.72 1.84939 1.8496 0.000209045
0.721 1.85075 1.85096 0.000209372
0.722 1.85211 1.85232 0.000209699
0.723 1.85347 1.85368 0.000210026
0.724 1.85483 1.85504 0.000210353
0.725 1.8562 1.85641 0.00021068
0.726 1.85756 1.85777 0.000211008
0.727 1.85892 1.85913 0.000211335
0.728 1.86028 1.8605 0.000211663
0.729 1.86165 1.86186 0.00021199
0.73 1.86301 1.86323 0.000212318
0.731 1.86438 1.86459 0.000212646
0.732 1.86574 1.86596 0.000212974
0.733 1.86711 1.86732 0.000213302
0.734 1.86848 1.86869 0.00021363
0.735 1.86984 1.87006 0.000213958
0.736 1.87121 1.87142 0.000214286
0.737 1.87258 1.87279 0.000214614
0.738 1.87395 1.87416 0.000214943
0.739 1.87531 1.87553 0.000215271
0.74 1.87668 1.8769 0.0002156
0.741 1.87805 1.87827 0.000215929
0.742 1.87942 1.87964 0.000216257
0.743 1.8808 1.88101 0.000216586
0.744 1.88217 1.88238 0.000216915
0.745 1.88354 1.88376 0.000217244
0.746 1.88491 1.88513 0.000217573
0.747 1.88628 1.8865 0.000217903
0.748 1.88766 1.88788 0.000218232
0.749 1.88903 1.88925 0.000218561
0.75 1.89041 1.89063 0.000218891
0.751 1.89178 1.892 0.00021922
0.752 1.89316 1.89338 0.00021955
0.753 1.89453 1.89475 0.00021988
0.754 1.89591 1.89613 0.00022021
0.755 1.89729 1.89751 0.00022054
0.756 1.89866 1.89888 0.00022087
0.757 1.90004 1.90026 0.0002212
0.758 1.90142 1.90164 0.00022153
0.759 1.9028 1.90302 0.00022186
0.76 1.90418 1.9044 0.000222191
0.761 1.90556 1.90578 0.000222521
0.762 1.90694 1.90716 0.000222852
0.763 1.90832 1.90854 0.000223183
0.764 1.9097 1.90992 0.000223513
0.765 1.91108 1.91131 0.000223844
0.766 1.91246 1.91269 0.000224175
0.767 1.91385 1.91407 0.000224506
0.768 1.91523 1.91546 0.000224837
0.769 1.91662 1.91684 0.000225169
0.77 1.918 1.91823 0.0002255
0.771 1.91938 1.91961 0.000225831
0.772 1.92077 1.921 0.000226163
0.773 1.92216 1.92238 0.000226495
0.774 1.92354 1.92377 0.000226826
0.775 1.92493 1.92516 0.000227158
0.776 1.92632 1.92654 0.00022749
0.777 1.9277 1.92793 0.000227822
0.778 1.92909 1.92932 0.000228154
0.779 1.93048 1.93071 0.000228486
0.78 1.93187 1.9321 0.000228818
0.781 1.93326 1.93349 0.00022915
0.782 1.93465 1.93488 0.000229483
0.783 1.93604 1.93627 0.000229815
0.784 1.93743 1.93766 0.000230148
0.785 1.93883 1.93906 0.000230481
0.786 1.94022 1.94045 0.000230813
0.787 1.94161 1.94184 0.000231146
0.788 1.943 1.94324 0.000231479
0.789 1.9444 1.94463 0.000231812
0.79 1.94579 1.94603 0.000232145
0.791 1.94719 1.94742 0.000232479
0.792 1.94858 1.94882 0.000232812
0.793 1.94998 1.95021 0.000233145
0.794 1.95138 1.95161 0.000233479
0.795 1.95277 1.95301 0.000233812
0.796 1.95417 1.9544 0.000234146
0.797 1.95557 1.9558 0.00023448
0.798 1.95697 1.9572 0.000234813
0.799 1.95837 1.9586 0.000235147
0.8 1.95976 1.96 0.000235481
0.801 1.96116 1.9614 0.000235816
0.802 1.96256 1.9628 0.00023615
0.803 1.96397 1.9642 0.000236484
0.804 1.96537 1.9656 0.000236818
0.805 1.96677 1.96701 0.000237153
0.806 1.96817 1.96841 0.000237487
0.807 1.96957 1.96981 0.000237822
0.808 1.97098 1.97122 0.000238157
0.809 1.97238 1.97262 0.000238492
0.81 1.97379 1.97403 0.000238826
0.811 1.97519 1.97543 0.000239161
0.812 1.9766 1.97684 0.000239497
0.813 1.978 1.97824 0.000239832
0.814 1.97941 1.97965 0.000240167
0.815 1.98082 1.98106 0.000240502
0.816 1.98222 1.98246 0.000240838
0.817 1.98363 1.98387 0.000241173
0.818 1.98504 1.98528 0.000241509
0.819 1.98645 1.98669 0.000241845
0.82 1.98786 1.9881 0.00024218
0.821 1.98927 1.98951 0.000242516
0.822 1.99068 1.99092 0.000242852
0.823 1.99209 1.99233 0.000243188
0.824 1.9935 1.99374 0.000243524
0.825 1.99491 1.99516 0.000243861
0.826 1.99632 1.99657 0.000244197
0.827 1.99774 1.99798 0.000244533
0.828 1.99915 1.9994 0.00024487
0.829 2.00057 2.00081 0.000245207
0.83 2.00198 2.00223 0.000245543
0.831 2.00339 2.00364 0.00024588
0.832 2.00481 2.00506 0.000246217
0.833 2.00623 2.00647 0.000246554
0.834 2.00764 2.00789 0.000246891
0.835 2.00906 2.00931 0.000247228
0.836 2.01048 2.01072 0.000247565
0.837 2.01189 2.01214 0.000247902
0.838 2.01331 2.01356 0.00024824
0.839 2.01473 2.01498 0.000248577
0.84 2.01615 2.0164 0.000248915
0.841 2.01757 2.01782 0.000249253
0.842 2.01899 2.01924 0.00024959
0.843 2.02041 2.02066 0.000249928
0.844 2.02183 2.02208 0.000250266
0.845 2.02326 2.02351 0.000250604
0.846 2.02468 2.02493 0.000250942
0.847 2.0261 2.02635 0.00025128
0.848 2.02752 2.02778 0.000251619
0.849 2.02895 2.0292 0.000251957
0.85 2.03037 2.03063 0.000252295
0.851 2.0318 2.03205 0.000252634
0.852 2.03322 2.03348 0.000252972
0.853 2.03465 2.0349 0.000253311
0.854 2.03608 2.03633 0.00025365
0.855 2.0375 2.03776 0.000253989
0.856 2.03893 2.03918 0.000254328
0.857 2.04036 2.04061 0.000254667
0.858 2.04179 2.04204 0.000255006
0.859 2.04321 2.04347 0.000255345
0.86 2.04464 2.0449 0.000255685
0.861 2.04607 2.04633 0.000256024
0.862 2.0475 2.04776 0.000256363
0.863 2.04894 2.04919 0.000256703
0.864 2.05037 2.05062 0.000257043
0.865 2.0518 2.05206 0.000257382
0.866 2.05323 2.05349 0.000257722
0.867 2.05466 2.05492 0.000258062
0.868 2.0561 2.05636 0.000258402
0.869 2.05753 2.05779 0.000258742
0.87 2.05897 2.05923 0.000259082
0.871 2.0604 2.06066 0.000259423
0.872 2.06184 2.0621 0.000259763
0.873 2.06327 2.06353 0.000260104
0.874 2.06471 2.06497 0.000260444
0.875 2.06615 2.06641 0.000260785
0.876 2.06758 2.06784 0.000261125
0.877 2.06902 2.06928 0.000261466
0.878 2.07046 2.07072 0.000261807
0.879 2.0719 2.07216 0.000262148
0.88 2.07334 2.0736 0.000262489
0.881 2.07478 2.07504 0.00026283
0.882 2.07622 2.07648 0.000263172
0.883 2.07766 2.07792 0.000263513
0.884 2.0791 2.07936 0.000263854
0.885 2.08054 2.08081 0.000264196
0.886 2.08198 2.08225 0.000264537
0.887 2.08343 2.08369 0.000264879
0.888 2.08487 2.08514 0.000265221
0.889 2.08631 2.08658 0.000265563
0.89 2.08776 2.08803 0.000265905
0.891 2.0892 2.08947 0.000266247
0.892 2.09065 2.09092 0.000266589
0.893 2.0921 2.09236 0.000266931
0.894 2.09354 2.09381 0.000267273
0.895 2.09499 2.09526 0.000267615
0.896 2.09644 2.0967 0.000267958
0.897 2.09788 2.09815 0.0002683
0.898 2.09933 2.0996 0.000268643
0.899 2.10078 2.10105 0.000268986
0.9 2.10223 2.1025 0.000269329
0.901 2.10368 2.10395 0.000269671
0.902 2.10513 2.1054 0.000270014
0.903 2.10658 2.10685 0.000270357
0.904 2.10803 2.1083 0.000270701
0.905 2.10949 2.10976 0.000271044
0.906 2.11094 2.11121 0.000271387
0.907 2.11239 2.11266 0.00027173
0.908 2.11384 2.11412 0.000272074
0.909 2.1153 2.11557 0.000272417
0.91 2.11675 2.11703 0.000272761
0.911 2.11821 2.11848 0.000273105
0.912 2.11966 2.11994 0.000273449
0.913 2.12112 2.12139 0.000273793
0.914 2.12257 2.12285 0.000274137
0.915 2.12403 2.12431 0.000274481
0.916 2.12549 2.12576 0.000274825
0.917 2.12695 2.12722 0.000275169
0.918 2.12841 2.12868 0.000275513
0.919 2.12986 2.13014 0.000275858
0.92 2.13132 2.1316 0.000276202
0.921 2.13278 2.13306 0.000276547
0.922 2.13424 2.13452 0.000276892
0.923 2.13571 2.13598 0.000277236
0.924 2.13717 2.13744 0.000277581
0.925 2.13863 2.13891 0.000277926
0.926 2.14009 2.14037 0.000278271
0.927 2.14155 2.14183 0.000278616
0.928 2.14302 2.1433 0.000278961
0.929 2.14448 2.14476 0.000279307
0.93 2.14595 2.14623 0.000279652
0.931 2.14741 2.14769 0.000279998
0.932 2.14888 2.14916 0.000280343
0.933 2.15034 2.15062 0.000280689
0.934 2.15181 2.15209 0.000281034
0.935 2.15327 2.15356 0.00028138
0.936 2.15474 2.15502 0.000281726
0.937 2.15621 2.15649 0.000282072
0.938 2.15768 2.15796 0.000282418
0.939 2.15915 2.15943 0.000282764
0.94 2.16062 2.1609 0.00028311
0.941 2.16209 2.16237 0.000283457
0.942 2.16356 2.16384 0.000283803
0.943 2.16503 2.16531 0.00028415
0.944 2.1665 2.16678 0.000284496
0.945 2.16797 2.16826 0.000284843
0.946 2.16944 2.16973 0.00028519
0.947 2.17092 2.1712 0.000285536
0.948 2.17239 2.17268 0.000285883
0.949 2.17386 2.17415 0.00028623
0.95 2.17534 2.17563 0.000286577
0.951 2.17681 2.1771 0.000286924
0.952 2.17829 2.17858 0.000287272
0.953 2.17976 2.18005 0.000287619
0.954 2.18124 2.18153 0.000287966
0.955 2.18272 2.18301 0.000288314
0.956 2.1842 2.18448 0.000288661
0.957 2.18567 2.18596 0.000289009
0.958 2.18715 2.18744 0.000289357
0.959 2.18863 2.18892 0.000289705
0.96 2.19011 2.1904 0.000290053
0.961 2.19159 2.19188 0.000290401
0.962 2.19307 2.19336 0.000290749
0.963 2.19455 2.19484 0.000291097
0.964 2.19603 2.19632 0.000291445
0.965 2.19751 2.19781 0.000291793
0.966 2.199 2.19929 0.000292142
0.967 2.20048 2.20077 0.00029249
0.968 2.20196 2.20226 0.000292839
0.969 2.20345 2.20374 0.000293188
0.97 2.20493 2.20523 0.000293536
0.971 2.20642 2.20671 0.000293885
0.972 2.2079 2.2082 0.000294234
0.973 2.20939 2.20968 0.000294583
0.974 2.21087 2.21117 0.000294932
0.975 2.21236 2.21266 0.000295281
0.976 2.21385 2.21414 0.000295631
0.977 2.21534 2.21563 0.00029598
0.978 2.21682 2.21712 0.000296329
0.979 2.21831 2.21861 0.000296679
0.98 2.2198 2.2201 0.000297028
0.981 2.22129 2.22159 0.000297378
0.982 2.22278 2.22308 0.000297728
0.983 2.22427 2.22457 0.000298078
0.984 2.22577 2.22606 0.000298428
0.985 2.22726 2.22756 0.000298778
0.986 2.22875 2.22905 0.000299128
0.987 2.23024 2.23054 0.000299478
0.988 2.23174 2.23204 0.000299828
0.989 2.23323 2.23353 0.000300179
0.99 2.23472 2.23503 0.000300529
0.991 2.23622 2.23652 0.000300879
0.992 2.23771 2.23802 0.00030123
0.993 2.23921 2.23951 0.000301581
0.994 2.24071 2.24101 0.000301932
0.995 2.2422 2.24251 0.000302282
0.996 2.2437 2.244 0.000302633
0.997 2.2452 2.2455 0.000302984
0.998 2.2467 2.247 0.000303335
0.999 2.2482 2.2485 0.000303687
1 2.2497 2.25 0.000304038
1.001 2.2512 2.2515 0.000304389
1.002 2.2527 2.253 0.000304741
1.003 2.2542 2.2545 0.000305092
1.004 2.2557 2.256 0.000305444
1.005 2.2572 2.25751 0.000305795
1.006 2.2587 2.25901 0.000306147
1.007 2.26021 2.26051 0.000306499
1.008 2.26171 2.26202 0.000306851
1.009 2.26321 2.26352 0.000307203
1.01 2.26472 2.26502 0.000307555
1.011 2.26622 2.26653 0.000307907
1.012 2.26773 2.26804 0.00030826
1.013 2.26923 2.26954 0.000308612
1.014 2.27074 2.27105 0.000308964
1.015 2.27225 2.27256 0.000309317
1.016 2.27375 2.27406 0.000309669
1.017 2.27526 2.27557 0.000310022
1.018 2.27677 2.27708 0.000310375
1.019 2.27828 2.27859 0.000310728
1.02 2.27979 2.2801 0.000311081
1.021 2.2813 2.28161 0.000311434
1.022 2.28281 2.28312 0.000311787
1.023 2.28432 2.28463 0.00031214
1.024 2.28583 2.28614 0.000312493
1.025 2.28734 2.28766 0.000312847
1.026 2.28886 2.28917 0.0003132
1.027 2.29037 2.29068 0.000313553
1.028 2.29188 2.2922 0.000313907
1.029 2.2934 2.29371 0.000314261
1.03 2.29491 2.29522 0.000314614
1.031 2.29643 2.29674 0.000314968
1.032 2.29794 2.29826 0.000315322
1.033 2.29946 2.29977 0.000315676
1.034 2.30097 2.30129 0.00031603
1.035 2.30249 2.30281 0.000316384
1.036 2.30401 2.30432 0.000316739
1.037 2.30553 2.30584 0.000317093
1.038 2.30704 2.30736 0.000317447
1.039 2.30856 2.30888 0.000317802
1.04 2.31008 2.3104 0.000318157
1.041 2.3116 2.31192 0.000318511
1.042 2.31312 2.31344 0.000318866
1.043 2.31464 2.31496 0.000319221
1.044 2.31616 2.31648 0.000319576
1.045 2.31769 2.31801 0.000319931
1.046 2.31921 2.31953 0.000320286
1.047 2.32073 2.32105 0.000320641
1.048 2.32226 2.32258 0.000320996
1.049 2.32378 2.3241 0.000321351
1.05 2.3253 2.32562 0.000321707
1.051 2.32683 2.32715 0.000322062
1.052 2.32835 2.32868 0.000322418
1.053 2.32988 2.3302 0.000322774
1.054 2.33141 2.33173 0.000323129
1.055 2.33293 2.33326 0.000323485
1.056 2.33446 2.33478 0.000323841
1.057 2.33599 2.33631 0.000324197
1.058 2.33752 2.33784 0.000324553
1.059 2.33905 2.33937 0.000324909
1.06 2.34057 2.3409 0.000325265
1.061 2.3421 2.34243 0.000325622
1.062 2.34364 2.34396 0.000325978
1.063 2.34517 2.34549 0.000326335
1.064 2.3467 2.34702 0.000326691
1.065 2.34823 2.34856 0.000327048
1.066 2.34976 2.35009 0.000327404
1.067 2.35129 2.35162 0.000327761
1.068 2.35283 2.35316 0.000328118
1.069 2.35436 2.35469 0.000328475
1.07 2.3559 2.35622 0.000328832
1.071 2.35743 2.35776 0.000329189
1.072 2.35897 2.3593 0.000329546
1.073 2.3605 2.36083 0.000329904
1.074 2.36204 2.36237 0.000330261
1.075 2.36358 2.36391 0.000330618
1.076 2.36511 2.36544 0.000330976
1.077 2.36665 2.36698 0.000331334
1.078 2.36819 2.36852 0.000331691
1.079 2.36973 2.37006 0.000332049
1.08 2.37127 2.3716 0.000332407
1.081 2.37281 2.37314 0.000332765
1.082 2.37435 2.37468 0.000333123
1.083 2.37589 2.37622 0.000333481
1.084 2.37743 2.37776 0.000333839
1.085 2.37897 2.37931 0.000334197
1.086 2.38051 2.38085 0.000334556
1.087 2.38206 2.38239 0.000334914
1.088 2.3836 2.38394 0.000335273
1.089 2.38514 2.38548 0.000335631
1.09 2.38669 2.38702 0.00033599
1.091 2.38823 2.38857 0.000336349
1.092 2.38978 2.39012 0.000336707
1.093 2.39133 2.39166 0.000337066
1.094 2.39287 2.39321 0.000337425
1.095 2.39442 2.39476 0.000337784
1.096 2.39597 2.3963 0.000338143
1.097 2.39751 2.39785 0.000338503
1.098 2.39906 2.3994 0.000338862
1.099 2.40061 2.40095 0.000339221
1.1 2.40216 2.4025 0.000339581
1.101 2.40371 2.40405 0.00033994
1.102 2.40526 2.4056 0.0003403
1.103 2.40681 2.40715 0.00034066
1.104 2.40836 2.4087 0.000341019
1.105 2.40991 2.41026 0.000341379
1.106 2.41147 2.41181 0.000341739
1.107 2.41302 2.41336 0.000342099
1.108 2.41457 2.41492 0.000342459
1.109 2.41613 2.41647 0.00034282
1.11 2.41768 2.41802 0.00034318
1.111 2.41924 2.41958 0.00034354
1.112 2.42079 2.42114 0.000343901
1.113 2.42235 2.42269 0.000344261
1.114 2.4239 2.42425 0.000344622
1.115 2.42546 2.42581 0.000344982
1.116 2.42702 2.42736 0.000345343
1.117 2.42858 2.42892 0.000345704
1.118 2.43013 2.43048 0.000346065
1.119 2.43169 2.43204 0.000346426
1.12 2.43325 2.4336 0.000346787
1.121 2.43481 2.43516 0.000347148
1.122 2.43637 2.43672 0.000347509
1.123 2.43793 2.43828 0.000347871
1.124 2.4395 2.43984 0.000348232
1.125 2.44106 2.44141 0.000348594
1.126 2.44262 2.44297 0.000348955
1.127 2.44418 2.44453 0.000349317
1.128 2.44575 2.4461 0.000349678
1.129 2.44731 2.44766 0.00035004
1.13 2.44887 2.44922 0.000350402
1.131 2.45044 2.45079 0.000350764
1.132 2.452 2.45236 0.000351126
1.133 2.45357 2.45392 0.000351488
1.134 2.45514 2.45549 0.00035185
1.135 2.4567 2.45706 0.000352213
1.136 2.45827 2.45862 0.000352575
1.137 2.45984 2.46019 0.000352937
1.138 2.46141 2.46176 0.0003533
1.139 2.46298 2.46333 0.000353663
1.14 2.46455 2.4649 0.000354025
1.141 2.46612 2.46647 0.000354388
1.142 2.46769 2.46804 0.000354751
1.143 2.46926 2.46961 0.000355114
1.144 2.47083 2.47118 0.000355477
1.145 2.4724 2.47276 0.00035584
1.146 2.47397 2.47433 0.000356203
1.147 2.47555 2.4759 0.000356566
1.148 2.47712 2.47748 0.00035693
1.149 2.47869 2.47905 0.000357293
1.15 2.48027 2.48062 0.000357656
1.151 2.48184 2.4822 0.00035802
1.152 2.48342 2.48378 0.000358384
1.153 2.48499 2.48535 0.000358747
1.154 2.48657 2.48693 0.000359111
1.155 2.48815 2.48851 0.000359475
1.156 2.48972 2.49008 0.000359839
1.157 2.4913 2.49166 0.000360203
1.158 2.49288 2.49324 0.000360567
1.159 2.49446 2.49482 0.000360931
1.16 2.49604 2.4964 0.000361295
1.161 2.49762 2.49798 0.00036166
1.162 2.4992 2.49956 0.000362024
1.163 2.50078 2.50114 0.000362389
1.164 2.50236 2.50272 0.000362753
1.165 2.50394 2.50431 0.000363118
1.166 2.50553 2.50589 0.000363483
1.167 2.50711 2.50747 0.000363847
1.168 2.50869 2.50906 0.000364212
1.169 2.51028 2.51064 0.000364577
1.17 2.51186 2.51222 0.000364942
1.171 2.51344 2.51381 0.000365307
1.172 2.51503 2.5154 0.000365673
1.173 2.51662 2.51698 0.000366038
1.174 2.5182 2.51857 0.000366403
1.175 2.51979 2.52016 0.000366769
1.176 2.52138 2.52174 0.000367134
1.177 2.52296 2.52333 0.0003675
1.178 2.52455 2.52492 0.000367866
1.179 2.52614 2.52651 0.000368231
1.18 2.52773 2.5281 0.000368597
1.181 2.52932 2.52969 0.000368963
1.182 2.53091 2.53128 0.000369329
1.183 2.5325 2.53287 0.000369695
1.184 2.53409 2.53446 0.000370061
1.185 2.53569 2.53606 0.000370428
1.186 2.53728 2.53765 0.000370794
1.187 2.53887 2.53924 0.00037116
1.188 2.54046 2.54084 0.000371527
1.189 2.54206 2.54243 0.000371893
1.19 2.54365 2.54402 0.00037226
1.191 2.54525 2.54562 0.000372627
1.192 2.54684 2.54722 0.000372993
1.193 2.54844 2.54881 0.00037336
1.194 2.55004 2.55041 0.000373727
1.195 2.55163 2.55201 0.000374094
1.196 2.55323 2.5536 0.000374461
1.197 2.55483 2.5552 0.000374828
1.198 2.55643 2.5568 0.000375196
1.199 2.55802 2.5584 0.000375563
1.2 2.55962 2.56 0.00037593
1.201 2.56122 2.5616 0.000376298
1.202 2.56282 2.5632 0.000376665
1.203 2.56443 2.5648 0.000377033
1.204 2.56603 2.5664 0.000377401
1.205 2.56763 2.56801 0.000377769
1.206 2.56923 2.56961 0.000378136
1.207 2.57083 2.57121 0.000378504
1.208 2.57244 2.57282 0.000378872
1.209 2.57404 2.57442 0.000379241
1.21 2.57565 2.57602 0.000379609
1.211 2.57725 2.57763 0.000379977
1.212 2.57886 2.57924 0.000380345
1.213 2.58046 2.58084 0.000380714
1.214 2.58207 2.58245 0.000381082
1.215 2.58367 2.58406 0.000381451
1.216 2.58528 2.58566 0.000381819
1.217 2.58689 2.58727 0.000382188
1.218 2.5885 2.58888 0.000382557
1.219 2.59011 2.59049 0.000382926
1.22 2.59172 2.5921 0.000383295
1.221 2.59333 2.59371 0.000383664
1.222 2.59494 2.59532 0.000384033
1.223 2.59655 2.59693 0.000384402
1.224 2.59816 2.59854 0.000384771
1.225 2.59977 2.60016 0.000385141
1.226 2.60138 2.60177 0.00038551
1.227 2.603 2.60338 0.00038588
1.228 2.60461 2.605 0.000386249
1.229 2.60622 2.60661 0.000386619
1.23 2.60784 2.60822 0.000386989
1.231 2.60945 2.60984 0.000387359
1.232 2.61107 2.61146 0.000387728
1.233 2.61268 2.61307 0.000388098
1.234 2.6143 2.61469 0.000388468
1.235 2.61592 2.61631 0.000388839
1.236 2.61753 2.61792 0.000389209
1.237 2.61915 2.61954 0.000389579
1.238 2.62077 2.62116 0.000389949
1.239 2.62239 2.62278 0.00039032
1.24 2.62401 2.6244 0.00039069
1.241 2.62563 2.62602 0.000391061
1.242 2.62725 2.62764 0.000391432
1.243 2.62887 2.62926 0.000391802
1.244 2.63049 2.63088 0.000392173
1.245 2.63211 2.63251 0.000392544
1.246 2.63374 2.63413 0.000392915
1.247 2.63536 2.63575 0.000393286
1.248 2.63698 2.63738 0.000393657
1.249 2.63861 2.639 0.000394028
1.25 2.64023 2.64062 0.0003944
1.251 2.64186 2.64225 0.000394771
1.252 2.64348 2.64388 0.000395142
1.253 2.64511 2.6455 0.000395514
1.254 2.64673 2.64713 0.000395886
1.255 2.64836 2.64876 0.000396257
1.256 2.64999 2.65038 0.000396629
1.257 2.65162 2.65201 0.000397001
1.258 2.65324 2.65364 0.000397373
1.259 2.65487 2.65527 0.000397745
1.26 2.6565 2.6569 0.000398117
1.261 2.65813 2.65853 0.000398489
1.262 2.65976 2.66016 0.000398861
1.263 2.66139 2.66179 0.000399233
1.264 2.66302 2.66342 0.000399606
1.265 2.66466 2.66506 0.000399978
1.266 2.66629 2.66669 0.000400351
1.267 2.66792 2.66832 0.000400723
1.268 2.66955 2.66996 0.000401096
1.269 2.67119 2.67159 0.000401469
1.27 2.67282 2.67322 0.000401841
1.271 2.67446 2.67486 0.000402214
1.272 2.67609 2.6765 0.000402587
1.273 2.67773 2.67813 0.00040296
1.274 2.67937 2.67977 0.000403333
1.275 2.681 2.68141 0.000403707
1.276 2.68264 2.68304 0.00040408
1.277 2.68428 2.68468 0.000404453
1.278 2.68592 2.68632 0.000404827
1.279 2.68756 2.68796 0.0004052
1.28 2.68919 2.6896 0.000405574
1.281 2.69083 2.69124 0.000405947
1.282 2.69247 2.69288 0.000406321
1.283 2.69412 2.69452 0.000406695
1.284 2.69576 2.69616 0.000407069
1.285 2.6974 2.69781 0.000407443
1.286 2.69904 2.69945 0.000407817
1.287 2.70068 2.70109 0.000408191
1.288 2.70233 2.70274 0.000408565
1.289 2.70397 2.70438 0.000408939
1.29 2.70562 2.70602 0.000409314
1.291 2.70726 2.70767 0.000409688
1.292 2.70891 2.70932 0.000410063
1.293 2.71055 2.71096 0.000410437
1.294 2.7122 2.71261 0.000410812
1.295 2.71385 2.71426 0.000411187
1.296 2.71549 2.7159 0.000411561
1.297 2.71714 2.71755 0.000411936
1.298 2.71879 2.7192 0.000412311
1.299 2.72044 2.72085 0.000412686
1.3 2.72209 2.7225 0.000413061
1.301 2.72374 2.72415 0.000413437
1.302 2.72539 2.7258 0.000413812
1.303 2.72704 2.72745 0.000414187
1.304 2.72869 2.7291 0.000414563
1.305 2.73034 2.73076 0.000414938
1.306 2.73199 2.73241 0.000415314
1.307 2.73365 2.73406 0.000415689
1.308 2.7353 2.73572 0.000416065
1.309 2.73695 2.73737 0.000416441
1.31 2.73861 2.73902 0.000416817
1.311 2.74026 2.74068 0.000417192
1.312 2.74192 2.74234 0.000417568
1.313 2.74357 2.74399 0.000417945
1.314 2.74523 2.74565 0.000418321
1.315 2.74689 2.74731 0.000418697
1.316 2.74854 2.74896 0.000419073
1.317 2.7502 2.75062 0.00041945
1.318 2.75186 2.75228 0.000419826
1.319 2.75352 2.75394 0.000420203
1.32 2.75518 2.7556 0.000420579
1.321 2.75684 2.75726 0.000420956
1.322 2.7585 2.75892 0.000421333
1.323 2.76016 2.76058 0.000421709
1.324 2.76182 2.76224 0.000422086
1.325 2.76348 2.76391 0.000422463
1.326 2.76515 2.76557 0.00042284
1.327 2.76681 2.76723 0.000423218
1.328 2.76847 2.7689 0.000423595
1.329 2.77014 2.77056 0.000423972
1.33 2.7718 2.77222 0.000424349
1.331 2.77347 2.77389 0.000424727
1.332 2.77513 2.77556 0.000425104
1.333 2.7768 2.77722 0.000425482
1.334 2.77846 2.77889 0.00042586
1.335 2.78013 2.78056 0.000426237
1.336 2.7818 2.78222 0.000426615
1.337 2.78347 2.78389 0.000426993
1.338 2.78513 2.78556 0.000427371
1.339 2.7868 2.78723 0.000427749
1.34 2.78847 2.7889 0.000428127
1.341 2.79014 2.79057 0.000428505
1.342 2.79181 2.79224 0.000428884
1.343 2.79348 2.79391 0.000429262
1.344 2.79515 2.79558 0.00042964
1.345 2.79683 2.79726 0.000430019
